English,Maths,Science,School,Area
44.6,61.5,65.9,Fazakerley Primary School,Liverpool
50.0,56.8,94.6,Fazakerley Primary School,Liverpool
52.5,83.9,68.1,Fazakerley Primary School,Liverpool
69.8,80.0,47.3,Fazakerley Primary School,Liverpool
56.7,87.5,94.0,Fazakerley Primary School,Liverpool
57.6,57.1,45.6,Fazakerley Primary School,Liverpool
84.9,41.4,77.9,Fazakerley Primary School,Liverpool
74.0,82.8,50.5,Fazakerley Primary School,Liverpool
50.5,86.4,79.9,Fazakerley Primary School,Liverpool
41.6,42.9,51.9,Fazakerley Primary School,Liverpool
55.4,69.9,57.9,Fazakerley Primary School,Liverpool
97.0,45.0,67.0,Fazakerley Primary School,Liverpool
61.1,88.0,82.9,Fazakerley Primary School,Liverpool
38.1,61.3,67.6,Fazakerley Primary School,Liverpool
78.5,58.9,66.8,Fazakerley Primary School,Liverpool
9.1,80.1,95.1,Fazakerley Primary School,Liverpool
63.5,87.2,75.0,Fazakerley Primary School,Liverpool
75.5,67.0,34.5,Fazakerley Primary School,Liverpool
49.9,53.1,63.4,Fazakerley Primary School,Liverpool
70.9,90.5,74.7,Fazakerley Primary School,Liverpool
79.7,35.4,55.1,Fender Primary School,Woodchurch
45.8,82.6,71.2,Fender Primary School,Woodchurch
39.0,72.4,64.0,Fender Primary School,Woodchurch
43.7,57.1,70.3,Fender Primary School,Woodchurch
53.2,63.0,43.3,Fender Primary School,Woodchurch
84.6,52.2,62.1,Fender Primary School,Woodchurch
39.2,66.4,45.7,Fender Primary School,Woodchurch
49.0,89.2,59.4,Fender Primary School,Woodchurch
45.7,62.2,52.9,Fender Primary School,Woodchurch
54.5,69.5,46.4,Fender Primary School,Woodchurch
82.8,81.9,58.2,Fender Primary School,Woodchurch
42.9,36.9,43.5,Fender Primary School,Woodchurch
54.0,74.3,71.2,Fender Primary School,Woodchurch
76.0,47.0,59.6,Fender Primary School,Woodchurch
31.6,59.6,36.6,Fender Primary School,Woodchurch
59.9,72.7,46.1,Fender Primary School,Woodchurch
29.4,50.3,58.7,Fender Primary School,Woodchurch
73.4,45.9,58.4,Fender Primary School,Woodchurch
61.7,52.4,59.6,Fender Primary School,Woodchurch
23.3,80.2,58.3,Fender Primary School,Woodchurch
59.0,30.8,58.2,Fender Primary School,Woodchurch
49.7,54.4,63.9,Fender Primary School,Woodchurch
63.7,72.4,44.9,Fender Primary School,Woodchurch
55.3,74.0,57.0,Fender Primary School,Woodchurch
39.5,45.0,64.4,Fender Primary School,Woodchurch
66.3,65.7,72.3,Fender Primary School,Woodchurch
67.7,47.1,66.7,Fender Primary School,Woodchurch
57.3,75.2,39.5,Fender Primary School,Woodchurch
55.8,52.9,53.4,Fender Primary School,Woodchurch
60.8,31.1,66.7,Fender Primary School,Woodchurch
67.9,28.9,71.2,Fender Primary School,Woodchurch
0.0,89.7,61.3,Fender Primary School,Woodchurch
93.3,56.0,73.5,Fender Primary School,Woodchurch
64.4,-2.3,48.6,Fender Primary School,Woodchurch
63.4,51.5,64.4,Fender Primary School,Woodchurch
40.9,64.7,65.8,Fender Primary School,Woodchurch
54.2,30.9,68.4,Fender Primary School,Woodchurch
57.1,59.5,58.9,Fender Primary School,Woodchurch
44.8,48.0,44.8,Fender Primary School,Woodchurch
41.5,53.7,40.8,Fender Primary School,Woodchurch
68.7,98.1,76.4,Fender Primary School,Woodchurch
59.4,0.0,70.4,Fender Primary School,Woodchurch
44.6,65.5,64.1,Fender Primary School,Woodchurch
48.9,54.9,67.1,Fender Primary School,Woodchurch
58.4,48.2,31.6,Fender Primary School,Woodchurch
77.5,50.0,24.4,Florence Melly Primary School,Liverpool
48.0,63.5,69.7,Florence Melly Primary School,Liverpool
66.3,49.0,49.5,Florence Melly Primary School,Liverpool
53.9,92.7,0.0,Florence Melly Primary School,Liverpool
43.9,93.6,22.2,Florence Melly Primary School,Liverpool
71.7,71.1,52.8,Florence Melly Primary School,Liverpool
66.8,49.0,61.9,Florence Melly Primary School,Liverpool
51.0,91.2,61.4,Florence Melly Primary School,Liverpool
94.8,65.7,73.8,Florence Melly Primary School,Liverpool
94.4,97.2,56.4,Florence Melly Primary School,Liverpool
57.4,66.2,30.8,Florence Melly Primary School,Liverpool
81.3,85.1,49.2,Florence Melly Primary School,Liverpool
63.6,39.9,66.6,Florence Melly Primary School,Liverpool
56.5,81.4,54.6,Florence Melly Primary School,Liverpool
38.9,60.8,55.8,Florence Melly Primary School,Liverpool
52.6,71.0,37.5,Florence Melly Primary School,Liverpool
56.3,70.5,59.8,Florence Melly Primary School,Liverpool
46.4,39.7,69.9,Florence Melly Primary School,Liverpool
63.1,50.7,46.4,Florence Melly Primary School,Liverpool
46.1,59.3,65.2,Florence Melly Primary School,Liverpool
47.9,57.5,81.1,Florence Melly Primary School,Liverpool
57.1,68.4,50.4,Florence Melly Primary School,Liverpool
38.1,72.5,56.1,Florence Melly Primary School,Liverpool
61.9,69.2,73.0,Florence Melly Primary School,Liverpool
64.2,60.9,56.6,Florence Melly Primary School,Liverpool
49.8,58.2,73.4,Florence Melly Primary School,Liverpool
61.4,70.1,78.9,Florence Melly Primary School,Liverpool
44.6,28.9,63.1,Florence Melly Primary School,Liverpool
73.7,69.6,36.9,Florence Melly Primary School,Liverpool
42.5,37.3,87.1,Florence Melly Primary School,Liverpool
55.5,63.3,45.3,Florence Melly Primary School,Liverpool
40.6,61.1,39.7,Florence Melly Primary School,Liverpool
52.4,60.9,55.6,Florence Melly Primary School,Liverpool
59.1,71.4,75.5,Florence Melly Primary School,Liverpool
69.9,69.4,69.7,Florence Melly Primary School,Liverpool
64.0,48.9,64.3,Forefield Infant School,Crosby
60.6,57.4,65.7,Forefield Infant School,Crosby
50.5,53.6,61.5,Forefield Infant School,Crosby
43.6,66.1,39.8,Forefield Infant School,Crosby
64.6,64.4,58.1,Forefield Infant School,Crosby
69.2,69.9,60.9,Forefield Infant School,Crosby
47.5,49.3,71.6,Forefield Infant School,Crosby
27.4,82.9,70.7,Forefield Infant School,Crosby
27.9,59.5,44.7,Forefield Infant School,Crosby
70.7,59.3,71.8,Forefield Infant School,Crosby
63.2,75.2,84.5,Forefield Infant School,Crosby
85.1,74.3,69.9,Forefield Infant School,Crosby
44.7,60.0,73.2,Forefield Infant School,Crosby
70.4,59.4,67.3,Forefield Infant School,Crosby
80.7,64.7,51.0,Forefield Infant School,Crosby
55.2,75.3,52.2,Forefield Infant School,Crosby
51.3,52.1,74.8,Forefield Infant School,Crosby
52.8,72.3,67.7,Forefield Infant School,Crosby
41.1,75.0,69.8,Forefield Infant School,Crosby
71.0,61.0,47.9,Forefield Infant School,Crosby
43.6,81.1,60.8,Forefield Infant School,Crosby
67.4,82.8,81.4,Forefield Infant School,Crosby
48.4,74.7,58.9,Forefield Infant School,Crosby
61.0,62.2,77.9,Forefield Infant School,Crosby
46.0,52.9,55.8,Forefield Infant School,Crosby
69.2,75.2,73.5,Forefield Infant School,Crosby
53.9,67.3,72.7,Forefield Infant School,Crosby
55.2,53.9,76.0,Forefield Infant School,Crosby
77.0,63.0,80.8,Forefield Infant School,Crosby
61.5,63.4,68.7,Forefield Infant School,Crosby
86.2,72.1,70.2,Forefield Infant School,Crosby
44.8,46.0,55.8,Forefield Infant School,Crosby
67.8,56.8,77.2,Forefield Infant School,Crosby
35.1,70.5,78.9,Forefield Infant School,Crosby
56.3,60.3,69.9,Forefield Infant School,Crosby
54.0,68.8,45.0,Forefield Junior School,Crosby
47.9,56.1,87.6,Forefield Junior School,Crosby
60.8,52.3,70.9,Forefield Junior School,Crosby
85.9,50.2,90.1,Forefield Junior School,Crosby
38.4,95.8,81.5,Forefield Junior School,Crosby
31.1,47.0,64.8,Forefield Junior School,Crosby
78.1,90.5,83.4,Forefield Junior School,Crosby
41.3,30.0,63.7,Forefield Junior School,Crosby
76.6,45.8,49.8,Forefield Junior School,Crosby
76.4,61.7,0.0,Forefield Junior School,Crosby
66.6,58.4,56.3,Forefield Junior School,Crosby
78.8,67.5,83.1,Forefield Junior School,Crosby
14.3,65.9,53.5,Forefield Junior School,Crosby
72.9,83.6,27.1,Forefield Junior School,Crosby
40.1,54.0,76.7,Forefield Junior School,Crosby
53.5,75.3,42.8,Forefield Junior School,Crosby
65.6,25.7,97.6,Forefield Junior School,Crosby
78.4,52.5,57.7,Forefield Junior School,Crosby
85.6,73.0,49.0,Forefield Junior School,Crosby
50.7,61.6,74.6,Forefield Junior School,Crosby
63.7,57.5,61.8,Forefield Junior School,Crosby
88.8,70.0,51.0,Forefield Junior School,Crosby
69.6,50.0,88.3,Forefield Junior School,Crosby
53.9,53.2,76.0,Forefield Junior School,Crosby
66.4,67.6,0.0,Forefield Junior School,Crosby
56.8,44.0,43.1,Forefield Junior School,Crosby
58.3,58.5,92.2,Forefield Junior School,Crosby
51.6,61.5,65.7,Forefield Junior School,Crosby
48.6,73.7,86.6,Forefield Junior School,Crosby
85.0,97.0,83.6,Forefield Junior School,Crosby
50.6,68.9,60.4,Forefield Junior School,Crosby
77.8,77.5,84.9,Forefield Junior School,Crosby
29.7,48.7,79.1,Forefield Junior School,Crosby
49.4,53.0,50.1,Forefield Junior School,Crosby
77.4,42.9,91.4,Forefield Junior School,Crosby
53.7,51.3,46.4,Four Oaks Primary School,Liverpool
56.1,63.2,45.4,Four Oaks Primary School,Liverpool
56.7,58.9,65.5,Four Oaks Primary School,Liverpool
62.1,83.5,69.3,Four Oaks Primary School,Liverpool
50.9,70.3,57.7,Four Oaks Primary School,Liverpool
77.8,54.9,46.9,Four Oaks Primary School,Liverpool
46.7,42.0,53.6,Four Oaks Primary School,Liverpool
22.3,56.0,46.9,Four Oaks Primary School,Liverpool
77.1,65.0,66.5,Four Oaks Primary School,Liverpool
53.8,39.9,42.0,Four Oaks Primary School,Liverpool
40.9,54.4,83.1,Four Oaks Primary School,Liverpool
26.9,59.9,54.2,Four Oaks Primary School,Liverpool
54.8,56.8,75.4,Four Oaks Primary School,Liverpool
74.6,62.8,61.7,Four Oaks Primary School,Liverpool
48.0,58.1,28.8,Four Oaks Primary School,Liverpool
68.5,70.6,89.3,Four Oaks Primary School,Liverpool
78.1,74.9,45.7,Four Oaks Primary School,Liverpool
62.1,65.7,73.3,Four Oaks Primary School,Liverpool
42.1,40.4,73.0,Four Oaks Primary School,Liverpool
61.4,50.0,53.9,Four Oaks Primary School,Liverpool
58.0,54.7,67.0,Four Oaks Primary School,Liverpool
42.4,59.7,45.8,Four Oaks Primary School,Liverpool
42.2,66.2,62.3,Four Oaks Primary School,Liverpool
76.4,56.4,59.4,Four Oaks Primary School,Liverpool
71.8,51.1,29.5,Four Oaks Primary School,Liverpool
43.7,31.7,49.2,Four Oaks Primary School,Liverpool
82.3,54.9,58.2,Four Oaks Primary School,Liverpool
44.8,54.0,50.7,Four Oaks Primary School,Liverpool
62.0,53.6,77.7,Four Oaks Primary School,Liverpool
82.7,59.3,55.1,Four Oaks Primary School,Liverpool
35.5,59.8,71.5,Four Oaks Primary School,Liverpool
81.1,40.3,35.3,Four Oaks Primary School,Liverpool
42.5,64.2,65.0,Four Oaks Primary School,Liverpool
71.1,58.7,73.3,Four Oaks Primary School,Liverpool
44.4,58.9,89.4,Four Oaks Primary School,Liverpool
46.7,65.5,26.3,Four Oaks Primary School,Liverpool
73.8,59.5,80.4,Four Oaks Primary School,Liverpool
51.5,57.6,56.4,Four Oaks Primary School,Liverpool
57.0,63.5,46.7,Four Oaks Primary School,Liverpool
28.4,63.9,62.1,Four Oaks Primary School,Liverpool
60.8,60.4,65.3,Four Oaks Primary School,Liverpool
65.7,41.9,59.6,Four Oaks Primary School,Liverpool
58.5,73.1,42.4,Four Oaks Primary School,Liverpool
57.9,50.6,49.4,Freshfield Primary School,Formby
61.2,56.8,55.0,Freshfield Primary School,Formby
69.9,62.1,95.5,Freshfield Primary School,Formby
75.2,64.9,71.0,Freshfield Primary School,Formby
36.5,60.3,63.5,Freshfield Primary School,Formby
72.6,55.8,55.6,Freshfield Primary School,Formby
47.7,60.6,94.0,Freshfield Primary School,Formby
82.4,45.0,66.7,Freshfield Primary School,Formby
67.8,84.1,33.3,Freshfield Primary School,Formby
86.8,58.0,35.4,Freshfield Primary School,Formby
55.2,53.8,62.3,Freshfield Primary School,Formby
61.2,47.9,55.5,Freshfield Primary School,Formby
61.1,70.1,73.8,Freshfield Primary School,Formby
40.0,57.7,41.3,Freshfield Primary School,Formby
48.1,45.4,79.7,Freshfield Primary School,Formby
91.1,53.3,47.8,Freshfield Primary School,Formby
44.6,60.2,58.0,Freshfield Primary School,Formby
66.1,71.1,82.1,Freshfield Primary School,Formby
78.4,56.5,76.9,Freshfield Primary School,Formby
75.8,66.1,69.7,Freshfield Primary School,Formby
54.5,51.1,52.9,Freshfield Primary School,Formby
52.9,64.1,56.6,Freshfield Primary School,Formby
73.3,77.2,52.5,Freshfield Primary School,Formby
37.0,54.4,72.3,Freshfield Primary School,Formby
75.1,71.5,53.9,Freshfield Primary School,Formby
89.3,52.8,75.1,Freshfield Primary School,Formby
92.3,74.0,49.7,Freshfield Primary School,Formby
61.2,68.2,70.0,Freshfield Primary School,Formby
73.9,60.2,41.4,Freshfield Primary School,Formby
40.0,72.9,54.6,Freshfield Primary School,Formby
74.8,55.6,34.6,Freshfield Primary School,Formby
61.6,87.4,54.5,Freshfield Primary School,Formby
2.4,52.5,65.7,Freshfield Primary School,Formby
43.3,74.3,51.9,Freshfield Primary School,Formby
57.4,61.0,95.4,Freshfield Primary School,Formby
74.3,64.3,51.8,Freshfield Primary School,Formby
48.4,74.5,64.9,Garston CofE Primary School,Liverpool
58.9,50.0,59.0,Garston CofE Primary School,Liverpool
66.6,54.3,58.9,Garston CofE Primary School,Liverpool
83.8,0.0,65.4,Garston CofE Primary School,Liverpool
85.9,58.8,26.4,Garston CofE Primary School,Liverpool
56.7,75.2,52.5,Garston CofE Primary School,Liverpool
77.2,37.7,50.0,Garston CofE Primary School,Liverpool
32.4,74.3,67.3,Garston CofE Primary School,Liverpool
54.2,90.4,67.3,Garston CofE Primary School,Liverpool
50.9,71.3,43.1,Garston CofE Primary School,Liverpool
84.0,39.2,60.7,Garston CofE Primary School,Liverpool
55.6,80.5,58.7,Garston CofE Primary School,Liverpool
69.8,76.6,74.2,Garston CofE Primary School,Liverpool
78.9,50.6,74.8,Garston CofE Primary School,Liverpool
70.6,42.8,74.5,Garston CofE Primary School,Liverpool
80.7,59.0,52.2,Garston CofE Primary School,Liverpool
58.1,25.1,72.0,Garston CofE Primary School,Liverpool
72.0,81.3,49.1,Garston CofE Primary School,Liverpool
30.5,79.2,46.6,Garston CofE Primary School,Liverpool
57.0,56.1,89.8,Garston CofE Primary School,Liverpool
77.8,59.7,68.5,Garston CofE Primary School,Liverpool
46.7,77.5,51.8,Garston CofE Primary School,Liverpool
70.1,45.4,73.4,Garston CofE Primary School,Liverpool
60.3,84.9,52.7,Garston CofE Primary School,Liverpool
52.3,65.0,33.9,Garston CofE Primary School,Liverpool
71.6,55.2,66.3,Garston CofE Primary School,Liverpool
65.6,75.5,55.9,Garston CofE Primary School,Liverpool
46.9,55.5,70.2,Garston CofE Primary School,Liverpool
50.8,79.5,65.8,Garston CofE Primary School,Liverpool
42.4,40.8,42.5,Garston CofE Primary School,Liverpool
62.3,35.6,84.7,Garston CofE Primary School,Liverpool
58.7,47.7,76.4,Garston CofE Primary School,Liverpool
31.9,57.5,69.9,Garston CofE Primary School,Liverpool
43.1,76.4,69.4,Garston CofE Primary School,Liverpool
54.7,73.9,64.8,Garston CofE Primary School,Liverpool
40.2,42.0,21.4,Garston CofE Primary School,Liverpool
77.2,40.8,82.1,Garston CofE Primary School,Liverpool
57.2,53.6,76.4,Garston CofE Primary School,Liverpool
49.2,39.9,55.7,Gayton Primary School,Heswall
53.0,66.1,49.2,Gayton Primary School,Heswall
24.9,46.9,38.4,Gayton Primary School,Heswall
34.0,70.8,47.5,Gayton Primary School,Heswall
56.2,35.9,74.4,Gayton Primary School,Heswall
47.4,70.0,61.6,Gayton Primary School,Heswall
61.5,45.8,49.6,Gayton Primary School,Heswall
48.6,43.9,21.2,Gayton Primary School,Heswall
45.8,46.2,66.4,Gayton Primary School,Heswall
50.4,38.2,47.0,Gayton Primary School,Heswall
48.2,48.5,42.9,Gayton Primary School,Heswall
41.6,81.5,48.3,Gayton Primary School,Heswall
44.7,43.6,28.9,Gayton Primary School,Heswall
75.0,42.8,49.6,Gayton Primary School,Heswall
56.3,52.6,64.8,Gayton Primary School,Heswall
63.9,54.2,50.6,Gayton Primary School,Heswall
48.1,68.6,43.5,Gayton Primary School,Heswall
21.3,74.1,16.2,Gayton Primary School,Heswall
44.2,56.2,51.0,Gayton Primary School,Heswall
57.2,51.1,57.3,Gayton Primary School,Heswall
66.4,40.1,36.7,Gayton Primary School,Heswall
36.1,56.8,55.5,Gayton Primary School,Heswall
54.1,50.0,55.5,Gayton Primary School,Heswall
41.1,72.1,47.2,Gayton Primary School,Heswall
47.3,49.3,44.2,Gayton Primary School,Heswall
56.9,55.1,47.6,Gayton Primary School,Heswall
55.0,59.8,31.3,Gayton Primary School,Heswall
37.4,61.5,44.1,Gayton Primary School,Heswall
53.8,53.1,50.7,Gayton Primary School,Heswall
55.6,61.5,49.0,Gayton Primary School,Heswall
56.4,38.2,55.9,Gayton Primary School,Heswall
58.8,37.8,94.8,Gayton Primary School,Heswall
50.4,68.9,60.9,Gayton Primary School,Heswall
52.1,68.9,24.2,Gayton Primary School,Heswall
60.2,61.4,47.1,Gayton Primary School,Heswall
73.4,48.2,26.6,Gayton Primary School,Heswall
66.2,72.8,53.3,Gayton Primary School,Heswall
37.3,46.1,73.0,Gayton Primary School,Heswall
47.4,29.9,20.1,Gayton Primary School,Heswall
52.8,44.3,53.2,Gayton Primary School,Heswall
55.7,37.7,43.3,Gayton Primary School,Heswall
51.7,51.2,50.7,Gayton Primary School,Heswall
32.1,73.9,34.7,Gayton Primary School,Heswall
68.5,40.2,75.5,Gayton Primary School,Heswall
62.6,54.6,59.0,Gayton Primary School,Heswall
56.5,51.8,31.3,Gayton Primary School,Heswall
42.8,47.9,54.9,Gayton Primary School,Heswall
50.4,52.9,67.2,Gayton Primary School,Heswall
67.8,47.9,45.2,Gayton Primary School,Heswall
41.3,56.7,71.7,Gilmour Infant School,Garston
51.1,69.5,68.5,Gilmour Infant School,Garston
85.8,34.0,89.9,Gilmour Infant School,Garston
53.3,57.5,62.1,Gilmour Infant School,Garston
43.1,59.1,94.2,Gilmour Infant School,Garston
46.5,38.9,76.8,Gilmour Infant School,Garston
49.8,46.1,55.8,Gilmour Infant School,Garston
52.2,57.8,49.0,Gilmour Infant School,Garston
31.6,78.2,69.5,Gilmour Infant School,Garston
62.8,88.6,63.1,Gilmour Infant School,Garston
64.0,78.1,80.3,Gilmour Infant School,Garston
53.5,78.5,68.4,Gilmour Infant School,Garston
66.5,77.1,41.7,Gilmour Infant School,Garston
64.1,66.3,56.8,Gilmour Infant School,Garston
57.2,32.0,44.9,Gilmour Infant School,Garston
67.7,68.0,43.5,Gilmour Infant School,Garston
27.3,64.9,69.8,Gilmour Infant School,Garston
52.9,41.7,56.6,Gilmour Infant School,Garston
34.2,40.5,37.2,Gilmour Infant School,Garston
50.6,58.7,46.1,Gilmour Infant School,Garston
61.7,0.0,57.1,Gilmour Infant School,Garston
49.1,60.9,0.0,Gilmour Infant School,Garston
69.6,52.9,49.7,Gilmour Infant School,Garston
56.7,54.9,52.3,Gilmour Infant School,Garston
49.9,5.8,57.7,Gilmour Infant School,Garston
84.4,36.8,83.6,Gilmour Infant School,Garston
57.3,62.3,67.6,Gilmour Infant School,Garston
27.1,55.7,13.8,Gilmour Infant School,Garston
26.0,49.1,56.4,Gilmour Infant School,Garston
60.5,43.3,76.3,Gilmour Infant School,Garston
73.6,53.3,68.6,Gilmour Infant School,Garston
63.2,87.1,56.0,Gilmour Infant School,Garston
46.9,48.0,46.6,Gilmour Infant School,Garston
69.5,62.3,66.4,Gilmour Infant School,Garston
42.2,34.2,42.0,Gilmour Infant School,Garston
69.5,57.7,45.4,Gilmour Infant School,Garston
47.5,45.4,63.6,Gilmour Infant School,Garston
46.3,74.8,73.3,Gilmour Infant School,Garston
66.6,0.0,62.7,Gilmour Infant School,Garston
54.3,30.9,88.8,Gilmour Infant School,Garston
57.2,92.8,60.5,Gilmour Infant School,Garston
51.8,58.0,50.1,Gilmour Infant School,Garston
48.7,61.6,47.7,Gilmour Infant School,Garston
61.8,81.5,82.0,Gilmour Infant School,Garston
34.5,37.4,47.5,Gilmour Junior School,Garston
71.3,39.8,50.0,Gilmour Junior School,Garston
66.1,52.9,34.5,Gilmour Junior School,Garston
42.5,40.0,9.1,Gilmour Junior School,Garston
64.5,45.3,51.2,Gilmour Junior School,Garston
33.1,56.2,45.3,Gilmour Junior School,Garston
54.9,39.6,52.6,Gilmour Junior School,Garston
82.7,97.1,60.9,Gilmour Junior School,Garston
58.0,70.8,45.7,Gilmour Junior School,Garston
77.8,66.2,57.5,Gilmour Junior School,Garston
17.5,75.3,99.0,Gilmour Junior School,Garston
73.9,70.4,0.0,Gilmour Junior School,Garston
61.9,61.0,47.0,Gilmour Junior School,Garston
43.6,55.5,63.3,Gilmour Junior School,Garston
18.5,60.8,63.1,Gilmour Junior School,Garston
48.3,31.8,40.6,Gilmour Junior School,Garston
60.2,98.6,71.6,Gilmour Junior School,Garston
50.2,48.8,79.2,Gilmour Junior School,Garston
97.1,33.3,65.9,Gilmour Junior School,Garston
56.4,61.5,47.1,Gilmour Junior School,Garston
66.3,67.9,42.0,Gilmour Junior School,Garston
69.0,57.9,78.6,Gilmour Junior School,Garston
83.2,60.0,66.7,Gilmour Junior School,Garston
40.4,62.0,37.1,Gilmour Junior School,Garston
48.9,77.3,57.9,Gilmour Junior School,Garston
47.7,35.1,68.5,Gilmour Junior School,Garston
52.7,74.2,33.0,Gilmour Junior School,Garston
79.5,84.5,73.5,Gilmour Junior School,Garston
68.7,37.8,45.2,Gilmour Junior School,Garston
70.4,60.0,64.9,Gilmour Junior School,Garston
